Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-121.46,38.48,8,3593,659,1710,530,35227,0
-121.42,38.49,17,13180,2444,7235,2335,33630,0
-121.42,38.48,13,7880,1992,4749,1882,19657,0
-121.4,38.49,12,7290,1283,3960,1248,35968,0
-121.38,38.49,11,8537,1643,4224,1648,29647,0
-121.39,38.51,19,1808,375,758,320,20062,0
-121.42,38.56,21,2066,748,2548,734,13571,0
-121.39,38.56,19,8507,1470,3517,1453,43644,0
-121.38,38.55,23,2790,430,1407,460,43288,0
-121.38,38.55,26,1532,264,781,285,46944,0
-121.39,38.55,25,2171,431,1053,422,35278,0
-121.39,38.55,18,1734,467,783,447,19044,0
-121.4,38.55,26,2697,398,1088,389,50000,0
-121.41,38.55,14,2534,705,1495,583,19167,0
-121.4,38.55,19,2497,494,748,442,29250,0
-121.4,38.53,38,152,30,65,35,9274,0
-121.48,38.59,43,987,240,1253,237,9204,0
-121.5,38.59,43,88,21,119,19,17250,0
-121.44,38.6,16,2987,864,1240,755,28231,0
-121.41,38.56,17,7228,1369,2455,1365,51385,0
-121.37,38.57,22,4899,847,1701,826,52449,1
-121.39,38.57,33,2648,357,863,359,84016,1
-121.4,38.57,25,2022,295,639,278,58416,1
-121.41,38.57,16,4429,1124,1538,960,32443,0
-121.4,38.56,22,2623,357,838,368,71430,1
-121.42,38.6,23,3713,1078,2194,1018,17451,0
-121.42,38.6,35,1166,193,574,190,22452,0
-121.42,38.6,36,1327,209,613,230,38672,0
-121.43,38.61,33,2289,576,1100,503,21694,0
-121.44,38.61,34,172,38,149,55,26442,0
-121.41,38.61,36,3099,605,1322,623,34784,0
-121.41,38.6,16,5407,1467,2523,1265,20471,0
-121.41,38.59,18,5527,1446,2883,1305,26485,0
-121.41,38.59,17,12355,3630,5692,3073,25245,0
-121.41,38.58,18,6955,1882,2803,1740,30890,0
-121.39,38.61,36,2396,536,1225,515,29559,0
-121.39,38.6,22,5773,1320,2607,1250,25238,0
-121.4,38.61,37,1994,347,782,355,41488,0
-121.38,38.59,36,1239,237,764,222,30156,0
-121.39,38.59,33,2091,468,1053,470,22264,0
-121.39,38.59,34,1151,234,563,251,28000,0
-121.4,38.59,25,2228,534,1130,481,25363,0
-121.4,38.59,18,2614,624,1181,616,20432,0
-121.38,38.59,36,2253,434,1018,426,32596,0
-121.39,38.58,36,2019,369,878,356,28462,0
-121.39,38.58,41,2577,365,913,339,63406,1
-121.37,38.6,35,3137,544,1312,549,37880,0
-121.37,38.6,36,1119,144,414,150,58336,1
-121.38,38.6,36,1249,159,362,143,68469,1
-121.38,38.61,34,2888,496,1168,479,36053,0
-121.37,38.59,36,2523,401,927,398,35179,1
-121.37,38.58,37,2839,390,1006,400,73343,1
-121.38,38.58,38,2968,475,1176,454,50497,0
-121.38,38.59,38,1839,287,685,276,45313,0
-121.37,38.59,36,2388,369,838,356,47750,0
-121.35,38.61,27,3900,776,1549,761,27788,0
-121.35,38.6,27,4314,611,1662,575,50997,0
-121.36,38.6,35,1930,328,805,338,44643,0
-121.36,38.6,36,1275,227,530,245,38750,0
-121.36,38.61,35,2355,365,993,354,50492,0
-121.35,38.59,29,1285,193,460,206,53243,1
-121.36,38.59,32,3303,480,1185,436,50508,1
-121.36,38.58,25,3196,406,978,419,84699,1
-121.35,38.58,20,2992,378,1105,368,86572,1
-121.34,38.58,18,1631,228,599,228,78031,1
-121.34,38.59,23,2912,421,1132,410,59174,1
-121.34,38.59,22,3273,480,1151,463,80500,1
-121.36,38.64,24,6540,1008,2667,1031,55632,0
-121.36,38.63,28,6119,985,2631,934,48750,0
-121.35,38.62,28,4175,796,2032,830,34299,0
-121.35,38.61,25,4916,1243,2140,1136,25511,0
-121.36,38.61,37,2191,394,951,362,38882,0
-121.36,38.62,34,2447,503,1077,456,30580,0
-121.36,38.63,30,2619,370,940,359,47283,0
-121.37,38.64,36,322,48,133,59,46111,0
-121.38,38.64,19,4563,1069,2256,926,21472,0
-121.37,38.63,32,3658,797,1452,715,26623,0
-121.37,38.63,37,494,86,253,99,48194,0
-121.37,38.63,30,5996,1018,2532,1049,46127,0
-121.37,38.62,27,1743,380,697,368,16678,0
-121.38,38.62,34,2352,610,1127,592,22000,0
-121.38,38.62,41,774,144,356,150,35625,0
-121.37,38.62,43,1077,199,447,182,30139,0
-121.37,38.61,42,945,193,460,193,37569,0
-121.37,38.61,39,823,146,329,144,30833,0
-121.38,38.61,27,2375,537,863,452,30086,0
-121.39,38.63,30,2930,739,1661,668,27813,0
-121.39,38.63,34,1226,180,359,167,38068,0
-121.39,38.61,35,2024,359,786,364,24632,0
-121.39,38.62,27,5693,1487,2334,1387,22844,0
-121.39,38.62,45,2696,624,1059,582,18176,0
-121.4,38.63,30,3626,834,1577,806,25170,0
-121.4,38.63,31,1540,452,1079,444,18571,0
-121.4,38.62,28,3671,886,1733,820,22292,0
-121.4,38.61,33,3512,825,1515,782,19908,0
-121.41,38.62,21,3260,763,1735,736,25162,0
-121.42,38.62,33,3171,832,1591,695,20786,0
-121.42,38.61,34,1126,256,589,243,21776,0
-121.43,38.61,40,1134,252,675,249,13696,0
-121.42,38.62,41,1087,272,462,219,20224,0
-121.42,38.63,42,1385,273,740,274,26055,0
-121.43,38.63,43,1009,225,604,218,16641,0
-121.42,38.63,42,2217,536,1203,507,19412,0
-121.43,38.62,36,1765,438,1008,382,20639,0
-121.44,38.61,41,1404,313,765,330,18792,0
-121.41,38.64,41,1578,317,897,333,23214,0
-121.41,38.64,38,1384,287,682,280,19167,0
-121.42,38.64,42,1720,382,1069,362,18611,0
-121.42,38.64,44,1728,367,1042,349,16033,0
-121.42,38.65,21,2274,495,1157,445,20980,0
-121.43,38.65,18,909,198,661,176,31696,0
-121.43,38.64,34,2010,411,1501,422,20417,0
-121.44,38.64,18,1756,442,837,320,11250,0
-121.44,38.64,25,1678,367,971,307,10398,0
-121.44,38.65,28,1219,240,559,212,38295,0
-121.44,38.63,38,1673,399,1116,382,13302,0
-121.44,38.63,33,1077,271,753,236,13462,0
-121.44,38.63,38,1402,370,970,382,16343,0
-121.44,38.62,37,1607,385,972,354,19107,0
-121.44,38.62,37,3009,733,1513,588,14387,0
-121.45,38.65,5,2680,502,1885,498,26369,0
-121.46,38.65,8,3746,767,2161,744,32039,0
-121.46,38.65,14,3167,551,1787,533,38125,0
-121.45,38.64,23,1481,343,1079,315,18670,0
-121.46,38.64,20,1517,323,1287,328,16607,0
-121.46,38.63,26,3185,658,2444,626,15600,0
-121.45,38.63,28,1246,295,884,258,14397,0
-121.45,38.62,37,1534,315,1147,322,25643,0
-121.45,38.62,38,2419,605,1696,503,14861,0
-121.45,38.61,32,2436,612,1509,618,10424,0
-121.46,38.61,43,705,178,464,159,24205,0
-121.46,38.62,35,3326,696,2511,649,19871,0
-121.44,38.61,33,1591,466,1000,418,10467,0
-121.45,38.6,44,2324,413,823,375,46625,0
-121.45,38.61,46,1758,511,1094,484,10685,0
-121.46,38.61,43,1111,269,613,290,12917,0
-121.46,38.6,29,1978,538,823,490,19688,0
-121.45,38.61,34,438,116,263,100,9379,0
-121.47,38.63,29,2197,520,1374,483,21889,0
-121.47,38.61,31,1072,,781,281,16563,0
-121.47,38.61,35,1372,360,850,328,16331,0
-121.52,38.65,17,1269,233,494,231,39615,1
-121.53,38.61,5,8149,1913,2933,1616,36788,0
-121.49,38.63,6,12197,2617,5634,2329,37449,0
-121.5,38.62,8,16679,3457,7919,3329,37188,0
-121.5,38.61,5,1395,373,638,322,26745,1
-121.5,38.63,6,693,143,276,151,31944,0
-121.49,38.62,8,15309,2996,7463,2885,39143,0
-121.49,38.61,6,4391,974,1982,914,34291,0
-121.48,38.62,23,7709,1279,4147,1262,38272,0
-121.48,38.61,18,1511,315,1062,304,23438,0
-121.51,38.69,28,800,149,450,158,21029,0
-121.59,38.69,32,541,82,229,98,80379,1
-121.42,38.72,10,3054,528,1932,510,30903,0
-121.44,38.73,25,1287,224,727,236,47396,0
-121.47,38.72,26,1708,299,911,290,40227,0
-121.44,38.71,25,2336,406,1172,408,35129,0
-121.42,38.7,10,2562,460,1478,433,40625,0
-121.45,38.7,24,2159,369,1141,355,39853,0
-121.46,38.7,32,965,183,568,188,38611,0
-121.43,38.69,28,927,165,542,148,25000,0
-121.44,38.68,19,2476,534,1355,463,20625,0
-121.42,38.68,32,2118,345,1019,338,37250,0
-121.41,38.69,28,1601,308,848,305,36429,0
-121.44,38.69,24,3124,556,1512,555,31942,0
-121.45,38.69,32,2962,526,1542,521,22243,0
-121.46,38.68,35,1299,254,705,245,28333,0
-121.47,38.68,19,946,182,474,173,50155,0
-121.46,38.69,11,3335,658,1963,622,33125,0
-121.47,38.7,31,1007,181,563,185,36250,0
-121.43,38.66,35,1814,367,1076,372,27179,0
-121.46,38.66,3,3438,603,1602,554,39914,0
-121.4,38.66,50,880,150,1148,148,25062,0
-121.37,38.69,29,2103,380,1124,387,30833,0
-121.37,38.68,34,1086,187,663,190,33074,0
-121.38,38.68,35,1643,298,831,305,40673,0
-121.37,38.68,36,1775,296,937,305,31786,0
-121.37,38.69,35,1851,327,1007,286,32361,0
-121.38,38.69,35,2943,554,1460,510,26713,0
-121.39,38.69,38,300,47,154,51,40909,0
-121.37,38.69,35,1093,192,590,190,27009,0
-121.37,38.68,29,3757,646,2022,611,35429,0
-121.37,38.68,35,1620,276,939,277,25542,0
-121.38,38.68,35,1565,290,861,277,24844,0
-121.38,38.68,40,67,17,50,32,17596,0
-121.37,38.67,36,1354,258,771,267,22723,0
-121.37,38.67,36,1786,338,974,319,25550,0
-121.38,38.67,37,2176,460,1067,357,23958,0
-121.38,38.67,38,1001,228,597,226,22788,0
-121.39,38.67,35,562,174,240,106,9338,0
-121.37,38.7,18,3938,649,1861,606,36484,0
-121.38,38.7,25,3919,764,2203,783,22402,0
-121.39,38.69,30,2897,506,1508,478,38650,0
-121.37,38.7,26,2230,410,1155,377,34911,0
-121.34,38.69,16,2686,516,1553,529,37857,0
-121.34,38.69,17,1968,364,996,331,37031,0
-121.35,38.68,20,7085,1222,3455,1229,43118,0
-121.35,38.68,18,7923,1558,3789,1473,35403,0
-121.35,38.72,2,21897,3513,8652,2873,45432,0
-121.38,38.71,7,4842,935,2857,907,39318,0
-121.4,38.71,15,4680,758,2626,729,38355,0
-121.36,38.69,13,6850,1400,4251,1421,36989,0
-121.35,38.7,5,14414,2979,7608,2832,35802,0
-121.36,38.67,17,2770,684,1471,624,23683,0
-121.36,38.67,5,5819,1507,3237,1356,22339,0
-121.37,38.66,9,3184,779,1929,769,23844,0
-121.36,38.66,22,2878,599,1362,541,27955,0
-121.37,38.66,17,4866,1056,2371,1030,24574,0
-121.38,38.66,17,3778,939,2393,862,18972,0
-121.38,38.65,34,825,173,355,130,31858,0
-121.39,38.64,33,1503,282,652,229,36937,0
-121.34,38.68,28,3379,552,1543,556,42743,0
-121.34,38.67,34,1503,264,731,285,40352,0
-121.34,38.67,35,643,117,331,134,30417,0
-121.34,38.66,16,3154,860,1837,793,19805,0
-121.35,38.66,8,3322,805,1694,774,27011,0
-121.34,38.66,17,1149,257,583,243,28092,0
-121.34,38.66,18,4164,963,2032,898,21190,0
-121.35,38.66,24,3313,769,1631,681,25556,0
-121.36,38.66,14,756,141,424,155,36953,0
-121.37,38.64,27,1672,299,757,282,36786,0
-121.35,38.65,20,2498,546,1185,506,32243,0
-121.33,38.66,15,4371,908,1842,818,27797,0
-121.33,38.65,23,2446,523,1132,513,26266,0
-121.34,38.65,27,1595,246,610,253,46000,0
-121.33,38.65,24,3533,741,1496,723,28106,0
-121.34,38.64,12,2772,578,1335,565,38068,0
-121.33,38.64,27,2203,493,1158,492,24342,0
-121.34,38.64,17,2761,501,1128,482,37562,0
-121.34,38.63,13,3033,540,1363,519,40036,0
-121.33,38.63,23,1947,409,866,400,27181,0
-121.33,38.62,19,1853,415,772,397,22574,0
-121.34,38.62,20,4021,864,1658,730,24537,0
-121.34,38.61,22,1778,408,875,375,26023,0
-121.34,38.61,11,1716,404,722,415,20926,0
-121.33,38.61,21,2453,518,1326,505,27079,0
-121.34,38.61,20,5801,1148,2586,1063,39063,0
-121.33,38.6,25,4260,607,1635,640,62817,1
-121.29,38.63,24,2868,527,1284,487,33182,1
-121.3,38.63,31,1817,372,992,339,30972,0
-121.32,38.63,20,7003,1409,3107,1315,30348,0
-121.31,38.62,31,3114,430,1121,456,62440,1
-121.32,38.62,29,2430,448,1087,394,30864,0
-121.32,38.62,33,898,190,470,201,26897,0
-121.32,38.61,22,3902,845,1870,763,27740,0
-121.31,38.61,17,992,151,316,159,66238,1
-121.3,38.64,20,5001,830,2330,830,40833,0
-121.31,38.64,19,5407,838,1927,804,46302,0
-121.32,38.64,19,8501,1558,3576,1467,36523,0
-121.31,38.66,27,1713,282,761,295,52081,0
-121.31,38.66,26,1604,245,751,267,47381,0
-121.32,38.66,26,1149,193,500,194,50780,0
-121.32,38.66,21,1276,208,501,205,39500,0
-121.32,38.65,23,2628,499,1210,453,30952,0
-121.31,38.65,21,2759,409,1053,374,55000,0
-121.3,38.66,21,3824,634,1818,600,37120,0
-121.3,38.66,28,3391,550,1546,553,42188,0
-121.3,38.65,26,3192,447,1132,418,45278,0
-121.3,38.65,36,1665,293,846,306,35852,0
-121.21,38.66,15,6940,1019,2829,990,54889,1
-121.21,38.65,14,3443,510,1413,505,56529,0
-121.24,38.64,13,4491,689,1657,667,52590,1
-121.23,38.65,19,2926,476,1349,480,46437,1
-121.23,38.66,19,3243,546,1334,515,48088,0
-121.24,38.66,14,3335,440,1329,429,62082,1
-121.28,38.66,17,7741,1401,3153,1331,37869,1
-121.25,38.66,26,3670,556,1616,550,50200,0
-121.26,38.66,19,3170,444,1344,452,61183,1
-121.27,38.66,19,1891,266,678,255,61872,0
-121.27,38.66,15,2642,520,1032,475,41382,0
-121.25,38.64,21,2764,363,902,360,56864,1
-121.26,38.65,17,2655,421,991,384,46484,1
-121.27,38.65,25,2787,601,1247,522,29016,0
-121.27,38.64,22,1597,280,657,273,43098,1
-121.26,38.64,40,1098,175,415,160,48375,1
-121.27,38.65,33,1984,289,842,276,52949,0
-121.29,38.65,27,2744,464,1340,452,38816,0
-121.28,38.64,24,3459,573,1336,544,48661,0
-121.28,38.63,36,120,16,30,14,102264,1
-121.28,38.64,19,3574,669,1373,643,36298,1
-121.28,38.71,8,4053,912,2033,897,28973,0
-121.28,38.7,14,5827,1246,2578,1038,30212,0
-121.28,38.71,35,3095,594,1550,576,35750,0
-121.28,38.7,15,5828,1051,2868,1037,37813,0
-121.28,38.68,14,11442,2690,6068,2435,26016,0
-121.3,38.7,18,7334,1332,3339,1271,32350,0
-121.3,38.69,21,6575,1105,3358,1098,40739,0
-121.32,38.69,11,13796,2372,6000,2250,38776,0
-121.33,38.68,13,5826,1411,2244,1219,19093,0
-121.3,38.71,17,5434,1106,2755,1047,28226,0
-121.29,38.71,32,1875,361,1027,343,35769,0
-121.3,38.72,15,2514,482,1166,503,22813,0
-121.31,38.72,11,2306,420,1308,418,39506,0
-121.32,38.71,14,4594,774,2474,782,45245,0
-121.31,38.71,18,3998,744,2071,660,43836,0
-121.32,38.7,17,3214,551,1879,562,43643,0
-121.32,38.7,16,2966,578,1365,480,32444,0
-121.32,38.7,16,3592,642,1740,629,30703,0
-121.33,38.7,15,2226,421,1004,417,27868,0
-121.33,38.69,15,3137,509,1635,544,46923,0
-121.32,38.68,25,1252,207,587,217,35893,0
-121.32,38.67,10,3908,890,1898,798,28426,0
-121.32,38.67,21,3455,706,1605,704,31382,0
-121.31,38.67,26,1387,226,807,244,41563,0
-121.33,38.67,17,2683,704,1410,659,19620,0
-121.33,38.66,17,2767,584,1275,568,25909,0
-121.31,38.67,27,1998,353,970,343,48224,0
-121.32,38.67,31,2532,479,1396,467,40417,0
-121.29,38.68,12,5098,1094,2029,1065,35444,0
-121.3,38.69,13,2135,429,779,432,36995,0
-121.31,38.68,16,5179,1271,2181,1151,21009,0
-121.31,38.68,22,1194,207,545,223,38603,0
-121.3,38.67,15,4018,850,2070,814,30733,0
-121.3,38.68,19,2655,438,1253,454,52817,0
-121.3,38.67,20,1234,208,649,211,48523,0
-121.3,38.66,32,2915,492,1292,454,33188,0
-121.3,38.67,23,2145,340,1022,349,42037,0
-121.27,38.7,16,3747,586,1817,590,46488,0
-121.27,38.69,16,3389,597,1674,568,44489,0
-121.26,38.68,4,3080,827,1195,683,27477,0
-121.24,38.7,13,3243,488,1585,480,57133,0
-121.25,38.7,16,3262,533,1794,543,42464,0
-121.26,38.69,17,3917,638,1809,564,52586,0
-121.25,38.69,17,3050,481,1490,489,45562,0
-121.25,38.69,24,1014,185,606,194,41607,0
-121.24,38.68,20,1402,236,676,236,37426,0
-121.25,38.68,15,1497,243,730,242,49688,0
-121.26,38.68,13,4256,619,1948,622,52051,0
-121.25,38.68,13,503,70,267,77,61943,1
-121.25,38.67,14,6155,1034,2407,941,42262,1
-121.26,38.67,18,1830,313,905,361,42273,0
-121.27,38.67,16,3185,886,1550,802,25199,0
-121.26,38.66,8,1145,241,447,216,40781,0
-121.27,38.67,15,2116,524,866,519,27388,0
-121.27,38.67,15,1701,346,723,352,38906,0
-121.28,38.68,16,3467,615,1478,601,37500,0
-121.28,38.67,23,1727,264,833,258,54797,0
-121.28,38.67,29,1087,174,430,174,43625,0
-121.29,38.68,20,1881,378,921,360,18589,0
-121.29,38.67,20,1992,363,889,346,36516,0
-121.25,38.72,15,6838,941,3166,926,52177,0
-121.27,38.71,16,4082,666,1912,652,44609,0
-121.25,38.71,14,3713,637,1845,635,43009,0
-121.26,38.7,9,7812,1348,3275,1178,43826,0
-121.17,38.69,5,7138,1227,2623,1139,56902,1
-121.19,38.71,11,4415,,1520,627,32321,1
-121.18,38.69,7,7104,970,2772,920,63528,1
-121.2,38.7,28,2970,471,1379,463,43214,0
-121.2,38.69,26,3077,607,1603,595,27174,0
-121.22,38.68,10,6262,1278,2954,1169,34506,0
-121.22,38.71,23,1843,273,818,276,44695,1
-121.23,38.71,18,4947,714,2227,675,48542,0
-121.23,38.69,19,5268,849,2357,849,39226,0
-121.23,38.67,27,5266,971,2432,948,38954,0
-121.24,38.67,28,3558,589,1742,581,40182,0
-121.2,38.68,9,2200,422,938,369,34896,0
-121.21,38.67,11,5500,956,2827,946,41071,0
-121.22,38.67,20,1412,226,700,227,40500,0
-121.21,38.67,19,2987,626,1610,605,30533,0
-121.19,38.67,16,1754,284,773,277,48170,0
-121.2,38.67,26,1546,287,773,299,29803,0
-121.2,38.67,10,3875,668,1632,593,46902,0
-121.19,38.66,26,1937,286,769,274,61185,0
-121.2,38.66,17,1605,217,732,241,54700,1
-121.15,38.69,52,240,44,6675,29,61359,1
-121.17,38.71,15,3084,557,1040,562,25183,1
-121.17,38.68,37,1252,267,686,256,30000,0
-121.18,38.67,42,2101,480,945,426,23333,0
-121.16,38.67,21,6198,1223,2827,1179,37796,0
-121.15,38.68,6,9798,1551,4583,1494,50159,0
-121.16,38.68,21,3517,667,1687,655,31161,0
-121.13,38.66,2,12360,1747,4438,1470,62503,1
-121.13,38.55,8,530,109,398,96,42031,1
-121.06,38.51,6,6873,959,2354,931,68869,1
-121.13,38.47,16,2574,441,1041,428,36645,1
-121.24,38.63,4,11021,1565,3857,1494,72582,1
-121.22,38.58,25,394,94,155,83,22330,0
-121.28,38.55,35,7088,1279,4885,1272,26981,0
-121.31,38.59,35,3295,560,1454,536,31711,0
-121.32,38.59,21,9774,1777,4674,1712,36817,0
-121.32,38.59,24,4378,910,2149,812,25035,0
-121.29,38.61,17,13553,2474,6544,2359,39727,0
-121.3,38.61,25,2707,464,1423,490,43235,0
-121.3,38.6,32,9534,1819,4951,1710,33926,0
-121.27,38.62,13,2321,539,1066,497,27652,0
-121.28,38.61,22,2938,619,1501,561,27356,0
-121.28,38.61,23,2547,504,1235,469,24722,0
-121.29,38.61,26,1814,299,963,317,44519,0
-121.27,38.61,17,6663,1369,2840,1299,29452,0
-121.28,38.6,25,1122,198,564,213,31654,0
-121.28,38.6,17,1671,378,848,351,31194,0
-121.29,38.6,29,1276,225,600,223,40938,0
-121.32,38.57,15,3369,499,1733,470,53100,0
-121.33,38.56,17,3608,682,1694,666,33110,0
-121.32,38.57,25,692,146,504,167,36897,0
-121.32,38.56,18,1169,186,614,192,45766,0
-121.32,38.54,13,4715,1090,2420,1059,29693,0
-121.28,38.53,18,224,38,95,41,31042,0
-121.3,38.58,19,2653,680,1419,579,23787,0
-121.3,38.58,16,1537,,1125,375,26471,0
-121.31,38.58,10,2421,580,962,497,25035,0
-121.31,38.57,9,2748,521,1663,565,35192,0
-121.31,38.57,22,1229,253,733,250,25000,0
-121.33,38.57,17,1621,350,706,338,23684,0
-121.28,38.59,3,4188,1136,2081,995,30481,0
-121.29,38.59,19,2460,470,1346,480,36563,0
-121.3,38.59,25,3002,718,1660,613,21116,0
-121.3,38.58,29,2748,563,1619,525,28966,0
-121.34,38.56,12,2975,628,1440,593,29896,0
-121.34,38.55,11,2838,498,1701,504,41447,0
-121.35,38.54,12,16239,3358,8656,3234,35691,0
-121.37,38.56,19,6308,1167,3012,1112,29464,0
-121.37,38.57,16,3895,896,1762,855,26635,0
-121.37,38.56,18,2129,363,815,347,27679,0
-121.36,38.57,26,1793,244,653,235,56485,0
-121.35,38.56,16,2629,491,1265,485,45066,0
-121.34,38.58,17,1605,258,748,262,50917,0
-121.34,38.57,14,5737,1008,2731,983,44602,0
-121.35,38.55,18,4481,780,2211,775,39934,0
-121.35,38.55,22,2607,411,1216,407,50427,0
-121.36,38.55,33,1191,198,554,191,28021,0
-121.35,38.56,16,2278,370,1203,371,50622,0
-121.36,38.56,17,6225,938,3064,947,52881,0
-121.37,38.55,21,2713,432,1287,440,45815,0
-121.36,38.56,20,1232,332,667,288,18288,0
-121.37,38.56,27,1827,509,852,450,20901,0
-121.3,38.51,19,822,134,457,133,41500,0
-121.35,38.51,29,2337,391,1054,352,42206,0
-121.4,38.47,4,20982,3392,10329,3086,43658,0
-121.38,38.47,4,14418,2282,6578,2140,45604,0
-121.39,38.43,3,2696,384,990,316,54445,1
-121.27,38.44,19,2780,414,1320,404,58831,1
-121.35,38.46,2,6992,1132,2816,984,43879,0
-121.34,38.44,14,3205,465,1439,456,57452,1
-121.32,38.41,17,4401,655,1970,639,58239,1
-121.36,38.42,6,3254,465,1168,345,51811,0
-121.37,38.41,14,3727,685,1741,646,35625,0
-121.37,38.42,18,2643,502,1755,541,33281,0
-121.38,38.41,7,6091,921,2916,886,47557,0
-121.38,38.41,10,3425,629,1538,587,44500,0
-121.38,38.4,15,4155,637,1722,616,48831,0
-121.37,38.39,15,1883,254,893,256,62575,0
-121.35,38.4,11,2322,459,1373,424,31750,0
-121.36,38.4,18,4813,849,2333,843,41750,0
-121.36,38.39,10,5121,763,2568,758,52447,0
-121.13,38.37,10,1034,153,478,155,70326,1
-121.2,38.36,14,2634,463,1402,432,38897,0
-121.22,38.4,14,2655,441,1277,422,46989,1
-121.22,38.43,20,2054,339,934,336,45368,1
-121.29,38.36,17,2193,386,1148,372,45272,0
-121.27,38.31,17,1144,202,626,178,44107,0
-121.1,38.33,14,1357,247,695,224,41974,0
-121.2,38.28,20,1732,307,999,305,39808,0
-121.26,38.27,20,1314,229,712,219,44125,0
-121.29,38.28,11,1554,260,793,233,48073,0
-121.35,38.28,17,2756,557,1986,530,32234,0
-121.33,38.28,14,980,171,659,183,44306,0
-121.31,38.28,16,1708,391,687,378,19485,0
-121.3,38.26,19,1403,276,901,290,32150,0
-121.31,38.26,22,1768,396,1005,420,18846,0
-121.32,38.26,4,6125,1063,3077,953,41179,0
-121.3,38.25,27,2475,548,1703,517,25727,0
-121.48,38.46,8,10505,1777,6002,1694,40516,0
-121.42,38.47,11,5665,1507,3422,1299,23343,0
-121.43,38.46,18,1378,235,818,262,40625,0
-121.43,38.47,21,1787,291,988,301,43500,0
-121.44,38.47,16,1215,223,787,233,41597,0
-121.44,38.47,5,5666,1178,3139,1131,33608,0
-121.44,38.46,10,4446,897,2499,884,35461,0
-121.44,38.43,3,39320,6210,16305,5358,49516,0
-121.41,38.34,24,1605,277,1966,250,30833,0
-121.45,38.37,32,1441,261,629,249,44519,0
-121.5,38.34,36,1212,255,569,256,20048,0
-121.54,38.29,47,1396,254,630,218,28616,0
-121.56,38.26,43,1906,327,996,314,29744,0
-121.51,38.26,52,910,212,429,212,16458,0
-121.57,38.19,36,1395,264,700,244,24353,0
-121.7,38.1,19,4896,1083,2150,905,33398,0
-121.29,36.9,17,3610,593,1734,559,58324,1
-121.37,36.89,21,2471,473,1753,451,40250,1
-121.47,36.92,27,2049,417,1230,336,46477,1
-121.53,36.85,23,3359,725,1862,651,26719,0
-121.51,36.86,36,1019,168,602,169,26250,1
-121.6,36.88,21,3416,624,1862,595,47813,1
-121.5,36.81,20,1345,230,731,217,42333,1
-121.45,36.86,11,1613,335,1617,342,31375,0
-121.42,36.86,41,440,106,389,94,26818,1
-121.41,36.85,11,1708,394,1474,372,28839,0
-121.4,36.85,50,2666,613,1768,555,26598,0
-121.4,36.84,52,1860,400,1215,367,29554,0
-121.4,36.84,40,2352,536,1430,535,30912,0
-121.41,36.84,23,1771,356,1105,338,37049,0
-121.4,36.86,36,1256,270,910,255,19405,0
-121.38,36.85,13,4115,782,2903,747,37316,0
-121.38,36.84,6,3769,669,2061,648,41875,1
-121.37,36.84,11,1996,382,1023,358,35714,1
-121.38,36.84,17,2625,512,1487,481,36354,1
-121.37,36.83,14,3658,612,1951,600,47600,1
-121.4,36.83,11,3701,739,1749,654,30670,1
-121.44,36.84,7,1644,338,1143,331,40050,0
-121.42,36.85,7,1626,325,677,304,23125,0
-121.32,36.79,30,516,90,288,95,36333,1
-121.36,36.81,7,4609,741,1660,720,50871,1
-121.34,36.76,15,2638,429,1289,357,41528,1
-121.06,36.72,23,395,70,166,52,22132,0
-120.95,36.47,52,1691,301,618,239,32292,1
-117.75,34.01,4,22128,3522,10450,3258,61287,1
-117.78,33.97,2,556,63,179,54,84411,1
-117.72,33.99,14,5622,861,3108,821,57763,1
-117.76,33.98,3,9662,1385,2497,856,67172,1
-117.74,33.97,4,9755,1748,4662,1583,56501,1
-117.72,33.97,16,13290,2062,6931,2023,52280,0
-117.71,33.97,10,10856,2278,6474,2199,38510,0
-117.7,33.92,4,8301,1333,3941,1236,62141,1
-117.75,33.95,13,984,127,364,119,75839,1
-117.76,33.94,40,1092,213,457,190,51165,0
-117.69,34.09,28,1437,295,724,262,27250,0
-117.7,34.08,10,1979,454,1117,389,37802,0
-117.7,34.09,25,1719,331,1098,324,36250,0
-117.71,34.08,29,1276,283,1216,316,25972,0
-117.71,34.07,31,1840,380,1187,357,38875,0
-117.69,34.08,30,4255,773,2129,730,45185,0
-117.69,34.07,35,3222,559,1970,550,37083,0
-117.69,34.07,34,4055,739,2470,753,38586,0
-117.69,34.08,14,4136,886,2026,788,32344,0
-117.71,34.07,24,1948,362,1286,364,36000,0
-117.7,34.08,33,4674,791,2769,784,41448,0
-117.7,34.07,33,1552,288,1326,303,37969,0
-117.69,34.06,29,873,226,649,198,27986,0
-117.69,34.06,25,1881,433,1337,417,25536,0
-117.7,34.06,25,2054,609,2271,564,23049,0
-117.7,34.06,7,732,145,431,132,29107,0
-117.71,34.06,27,2127,628,1970,534,14722,0
-117.68,34.05,25,1859,463,1070,374,25395,0
-117.69,34.05,10,1875,366,1055,363,43264,0
-117.7,34.05,24,2834,470,1815,471,47357,0
-117.71,34.06,16,1458,295,912,331,36250,0
-117.71,34.05,20,2281,444,1545,481,25735,0
-117.72,34.05,31,2220,526,1662,472,27321,0
-117.72,34.05,8,1841,409,1243,394,40614,0
